('103.21.59.167', '103.21.58.0/23', 'AS394695')
('103.21.59.167', '103.21.59.0/24', 'AS394695')
('103.21.59.166', '103.21.58.0/23', 'AS394695')
('103.21.59.166', '103.21.59.0/24', 'AS394695')
('195.88.208.88', '195.88.208.0/23', 'AS44812')
('69.56.179.235', '69.56.128.0/17', 'AS36351')
('82.196.6.48', '82.196.0.0/20', 'AS200130')
('59.108.75.186', '59.108.0.0/16', 'AS4847')
('59.108.75.186', '59.108.0.0/17', 'AS4847')
('59.108.75.186', '59.108.64.0/18', 'AS4847')
('59.108.75.186', '59.108.64.0/19', 'AS63691')
('59.108.75.186', '59.108.64.0/20', 'AS59050')
('45.79.131.200', '45.79.128.0/19', 'AS63949')
('208.69.184.145', '208.69.184.0/22', 'AS46691')
('120.31.131.116', '120.31.0.0/16', 'AS38372')
('120.31.131.116', '120.31.128.0/20', 'AS4134')
('120.31.131.116', '120.31.128.0/21', 'AS134764')
('208.69.117.118', '208.69.117.0/24', 'AS35415')
('213.206.95.29', '213.206.64.0/18', 'AS15879')
('67.212.82.82', '67.212.64.0/19', 'AS10929')
('67.210.208.197', '67.210.208.0/22', 'AS36031')
('67.210.208.197', '67.210.208.0/24', 'AS54818')
('67.210.208.192', '67.210.208.0/22', 'AS36031')
('67.210.208.192', '67.210.208.0/24', 'AS54818')
('63.251.232.171', '63.251.232.0/22', 'AS29791')
('188.226.131.244', '188.226.128.0/17', 'AS200130')
('178.79.128.207', '178.79.128.0/18', 'AS63949')
('104.200.31.98', '104.200.28.0/22', 'AS63949')
('93.157.99.179', '93.157.96.0/21', 'AS34360')
('212.164.71.3', '212.164.0.0/16', 'AS12389')
('212.164.71.3', '212.164.71.0/24', 'AS12389')
('198.58.125.231', '198.58.96.0/19', 'AS63949')
('222.76.217.170', '222.76.0.0/14', 'AS4134')
('222.76.217.170', '222.76.208.0/20', 'AS133775')
('193.59.178.155', '193.59.0.0/16', 'AS8308')
('193.59.178.155', '193.59.178.0/24', 'AS202081')
('210.77.144.202', '210.77.128.0/19', 'AS4835')
('210.77.144.202', '210.77.128.0/19', 'AS9802')
('23.111.8.188', '23.111.8.0/24', 'AS54104')
('23.111.8.188', '23.111.8.160/27', 'AS54104')
('75.125.14.99', '75.125.0.0/16', 'AS36351')
('142.206.64.49', '142.206.0.0/16', 'AS2665')
('45.33.83.242', '45.33.64.0/19', 'AS63949')
('103.37.167.63', '103.37.160.0/21', 'AS4808')
('103.37.167.63', '103.37.160.0/21', 'AS23724')
('103.37.167.63', '103.37.160.0/21', 'AS59025')
('203.123.60.129', '203.123.60.0/22', 'AS38755')
('203.123.60.129', '203.123.60.0/24', 'AS38755')
('195.93.153.8', '195.93.152.0/23', 'AS48716')
('195.93.153.8', '195.93.153.0/24', 'AS48716')
('50.116.27.192', '50.116.16.0/20', 'AS63949')
('62.236.116.66', '62.236.0.0/15', 'AS16086')
('116.31.120.55', '116.16.0.0/12', 'AS4134')
('116.31.120.55', '116.31.96.0/19', 'AS134764')
('192.155.80.30', '192.155.80.0/21', 'AS63949')
('195.93.153.1', '195.93.152.0/23', 'AS48716')
('195.93.153.1', '195.93.153.0/24', 'AS48716')
('195.93.153.6', '195.93.152.0/23', 'AS48716')
('195.93.153.6', '195.93.153.0/24', 'AS48716')
('198.199.125.102', '198.199.124.0/22', 'AS200130')
('195.93.153.4', '195.93.152.0/23', 'AS48716')
('195.93.153.4', '195.93.153.0/24', 'AS48716')
('191.101.191.90', '191.101.190.0/23', 'AS61440')
('191.101.191.90', '191.101.191.0/24', 'AS203959')
('219.132.195.135', '219.128.0.0/13', 'AS4134')
('219.132.195.135', '219.132.192.0/22', 'AS134764')
('45.33.117.246', '45.33.112.0/20', 'AS63949')
('45.79.103.176', '45.79.64.0/18', 'AS63949')
('45.79.103.176', '45.79.96.0/20', 'AS63949')
('143.95.38.203', '143.95.32.0/19', 'AS36024')
('143.95.38.204', '143.95.32.0/19', 'AS36024')
('74.207.250.27', '74.207.240.0/20', 'AS63949')
('176.99.6.239', '176.99.0.0/20', 'AS49352')
('176.99.6.239', '176.99.6.0/24', 'AS49352')
('74.207.250.25', '74.207.240.0/20', 'AS63949')
('160.218.160.113', '160.218.0.0/16', 'AS5610')
('82.207.175.69', '82.207.128.0/17', 'AS8881')
('82.207.175.68', '82.207.128.0/17', 'AS8881')
('46.30.247.66', '46.30.244.0/22', 'AS52030')
('212.145.241.134', '212.145.0.0/16', 'AS12430')
('212.145.241.134', '212.145.128.0/17', 'AS12430')
('82.207.175.63', '82.207.128.0/17', 'AS8881')
('115.182.15.35', '115.182.0.0/16', 'AS4847')
('115.182.15.35', '115.182.0.0/20', 'AS4808')
('115.182.15.35', '115.182.0.0/20', 'AS4847')
('46.8.44.233', '46.8.44.0/23', 'AS21100')
('82.207.175.65', '82.207.128.0/17', 'AS8881')
('82.207.175.64', '82.207.128.0/17', 'AS8881')
('104.200.31.129', '104.200.28.0/22', 'AS63949')
('197.242.159.218', '197.242.152.0/21', 'AS37611')
('197.242.159.218', '197.242.156.0/22', 'AS37611')
('217.114.162.33', '217.114.160.0/20', 'AS15830')
('221.229.162.206', '221.224.0.0/13', 'AS4134')
('221.229.162.206', '221.229.128.0/17', 'AS4134')
('66.228.43.26', '66.228.32.0/20', 'AS63949')
('164.138.217.55', '164.138.216.0/23', 'AS201200')
('45.79.73.142', '45.79.64.0/18', 'AS63949')
('45.79.73.143', '45.79.64.0/18', 'AS63949')
('198.58.123.196', '198.58.96.0/19', 'AS63949')
('202.92.5.174', '202.92.4.0/22', 'AS45899')
('202.92.5.174', '202.92.4.0/23', 'AS45899')
('211.151.242.221', '211.151.0.0/16', 'AS9308')
('211.151.242.221', '211.151.0.0/16', 'AS4835')
('211.151.242.221', '211.151.0.0/16', 'AS9802')
('211.151.242.221', '211.151.192.0/18', 'AS9308')
